id,name,latitude,longitude,name_mm,road,township
1,Nat Sin,16.868886,96.222571,နတ်စင်,No. 2 Main Road,South Dagon
2,Nat Sin,16.869143,96.22241,နတ်စင်,No. 2 Main Road,South Dagon
3,Gate Haung,16.902381,96.200097,ဂိတ်ဟောင်း,Bo Hmu Ba Htoo Road,North Dagon
4,Gate Haung,16.902476,96.200042,ဂိတ်ဟောင်း,Bo Hmu Ba Htoo Road,North Dagon
5,Sal Mile,16.91305,96.211413,(၁၀) မိုင်,Dagon University,North Dagon
6,Sae-hnat-lone-Tan,16.830907,96.1634,(၁၂) လုံးတန်း,Yankin Road,Yankin
7,Sae-hnat-lone-Tan,16.830835,96.163503,(၁၂) လုံးတန်း,Yankin Road,Yankin
10,(Sae-Lay/ Sae-Ngar) Lan Sone,16.837107,96.186161,(၁၄/၁၅) လမ်းဆုံ,Yadanar Road,Thingangyun
11,(Sae-Lay/ Sae-Ngar) Lan Sone,16.836842,96.185876,(၁၄/၁၅) လမ်းဆုံ,Yadanar Road,Thingangyun
12,(Sae-Lay/ Sae-Ngar) Lan Sone,16.836957,96.185657,(၁၄/၁၅) လမ်းဆုံ,Thu Mingalar Road,South Okkalapa
13,(Sae-Lay/ Sae-Ngar) Lan Sone,16.836996,96.185808,(၁၄/၁၅) လမ်းဆုံ,Thu Mingalar Road,South Okkalapa
14,Padaythar,16.841681,96.183249,ပဒေသာ,Thu Mingalar Road,South Okkalapa
15,Padaythar,16.842273,96.182639,ပဒေသာ,Thu Mingalar Road,South Okkalapa
16,Nandawun Zay,16.85178,96.175829,နန္ဒဝန်ဈေး,Thu Mingalar Road,South Okkalapa
17,Nandawun Zay,16.852036,96.175872,နန္ဒဝန်ဈေး,Thu Mingalar Road,South Okkalapa
18,Sae-Hnit Thama,16.882275,96.03623,(၁၂) သမ,Shwe Pyi Thar Bridge Road,Hlaing Tharyar
19,Sae-Hnit Thama,16.882419,96.036169,(၁၂) သမ,Shwe Pyi Thar Bridge Road,Hlaing Tharyar
20,Kyaung Shae,16.899658,96.045927,ကျောင်းရှေ့,Shwe Pyi Thar Bridge Road,Hlaing Tharyar
21,Kyaung Shae,16.899854,96.045886,ကျောင်းရှေ့,Shwe Pyi Thar Bridge Road,Hlaing Tharyar
23,Sae-Ngar Zay Lay,16.890118,96.062261,(၁၅) ဈေးလေး,Kyansitthar Road,Hlaing Tharyar
24,Nee Pyinyar Takke Tho,16.867924,96.011427,နည်းပညာတက္ကသိုလ်,University of Technology,Hlaing Tharyar
25,Dagon Ayar A Way Pyay,16.878048,96.024103,ဒဂုံဧရာအဝေးပြေး,No. 5 Main Road,Hlaing Tharyar
30,Tit Htate,16.878087,96.078418,(၁) ထိပ်,Nyaung Done Road,Hlaing Tharyar
31,Tit Htate,16.87818,96.078396,(၁) ထိပ်,Nyaung Done Road,Hlaing Tharyar
32,Nawaday,16.861391,96.068355,နဝဒေး,No. 5 Main Road,Hlaing Tharyar
33,Nawaday,16.861356,96.068966,နဝဒေး,No. 5 Main Road,Hlaing Tharyar
35,Dhamar Yon,16.861069,96.108151,ဓမ္မာရုံ,Bayint Naung Road,Mayangone
36,Tayar-Chauk,16.843116,96.156519,(၁၀၆),Kabar Aye Pagoda Road,Mayangone
37,Tayar-Chauk,16.843124,96.156666,(၁၀၆),Kabar Aye Pagoda Road,Mayangone
38,Lan Wa/ Nawaday,16.867228,96.154818,လမ်းဝ/နဝဒေး,Thudhamar Road,North Okkalapa
39,Sae-Mile Kone,16.888833,96.129917,(၁၀) မိုင်ကုန်း,Pyay Road,Insein
40,Sae-Mile Kone,16.888977,96.129869,(၁၀) မိုင်ကုန်း,Pyay Road,Insein
41,Tit Gate,16.915501,96.097224,(၁) ဂိတ်,Lower Mingalardon Road,Insein
42,Tit Gate,16.915289,96.097312,(၁) ဂိတ်,Lower Mingalardon Road,Insein
43,Japan Lan,16.905062,96.097686,ဂျပန်လမ်း,Lower Mingalardon Road,Insein
44,Japan Lan,16.905025,96.09781,ဂျပန်လမ်း,Lower Mingalardon Road,Insein
45,Htan Pin Kone,16.900292,96.124383,ထန်းပင်ကုန်း,No. 1 Main Road,Mingalardon
46,Htan Pin Kone,16.900289,96.12411,ထန်းပင်ကုန်း,No. 1 Main Road,Mingalardon
47,Tayar-Chauk,16.928333,96.120753,၁၀၆,Khayae Pin Road,Mingalardon
48,Tayar-Chauk,16.928214,96.120621,၁၀၆,Khayae Pin Road,Mingalardon
49,Naing Ngan Yae,16.938202,96.129981,နိုင်ငံရေး,No. 1 Main Road,Mingalardon
50,Naing Ngan Yae,16.938629,96.129552,နိုင်ငံရေး,No. 1 Main Road,Mingalardon
51,Sae-Hnit Lan,16.964759,96.148111,(၁၂) လမ်း,No. 3 Main Road,Mingalardon
52,Sae-Hnit Lan,16.964962,96.147962,(၁၂) လမ်း,No. 3 Main Road,Mingalardon
55,Nilar,16.992381,96.144242,နီလာ,No. 3 Main Road,Mingalardon
56,Nilar,16.99277,96.143972,နီလာ,No. 3 Main Road,Mingalardon
57,Tit Numpad,16.974734,96.124237,(၁) နံပါတ်,No. 1 Main Road,Mingalardon
58,Tit Numpad,16.974884,96.124058,(၁) နံပါတ်,No. 1 Main Road,Mingalardon
59,Daewoo,17.018606,96.131843,ဒေဝူး,No. 1 Main Road,Mingalardon
60,Daewoo,17.018411,96.131438,ဒေဝူး,No. 1 Main Road,Mingalardon
61,Nwe Khwe,17.022482,96.140549,နွယ်ခွေ,No. 3 Set Thwe Road,Mingalardon
62,Nwe Khwe,17.022687,96.140088,နွယ်ခွေ,No. 3 Set Thwe Road,Mingalardon
63,Nwe Khwe,17.022154,96.134316,နွယ်ခွေ,No. 1 Main Road,Mingalardon
64,Nwe Khwe,17.022236,96.134595,နွယ်ခွေ,No. 1 Main Road,Mingalardon
65,Tit Yat Kwat,17.026319,96.13614,(၁) ရပ်ကွက်,No. 3 Set Thwe Road,Mingalardon
66,Tit Yat Kwat,17.026483,96.136247,(၁) ရပ်ကွက်,No. 3 Set Thwe Road,Mingalardon
67,Nwar Chan,16.994815,96.091222,နွားခြံ,No. 4 Main Road,Shwe Pyithar
68,Nwar Chan,16.994695,96.091051,နွားခြံ,No. 4 Main Road,Shwe Pyithar
69,Danyin Gone Lan Sone,16.933233,96.101971,ဒညင်းကုန်းလမ်းဆုံ,Lower Mingalardon Road,Insein
70,Danyin Gone Lan Sone,16.933347,96.101758,ဒညင်းကုန်းလမ်းဆုံ,Lower Mingalardon Road,Insein
71,Gate Haung,16.963966,96.096508,ဂိတ်ဟောင်း,No. 4 Main Road,Shwe Pyithar
72,Gate Haung,16.964731,96.096057,ဂိတ်ဟောင်း,No. 4 Main Road,Shwe Pyithar
73,Danyin Gone Lan Sone,16.934088,96.103477,ဒညင်းကုန်းလမ်းဆုံ,Khayae Pin Road,Insein
74,Danyin Gone Lan Sone,16.933879,96.103257,ဒညင်းကုန်းလမ်းဆုံ,Khayae Pin Road,Insein
77,Sae-Lay Lan Sone,16.933589,96.087651,(၁၄) လမ်းဆုံ,Palae Road,Shwe Pyithar
78,Sae-Lay Lan Sone,16.933613,96.087894,(၁၄) လမ်းဆုံ,Palae Road,Shwe Pyithar
79,Sae-Lay Lan Sone,16.933362,96.088471,(၁၄) လမ်းဆုံ,Shwe Pyi Thar Bridge Road,Insein
80,Sae-Lay Lan Sone,16.933532,96.088466,(၁၄) လမ်းဆုံ,Shwe Pyi Thar Bridge Road,Insein
83,Htan Chauk Pin,16.956804,96.076328,ထန်းခြောက်ပင်,Bogyoke Aung San Road,Shwe Pyithar
84,Htan Chauk Pin,16.956968,96.076414,ထန်းခြောက်ပင်,Bogyoke Aung San Road,Shwe Pyithar
85,Nawarat,16.97258,96.075976,နဝရတ်,Bayint Naung Road,Shwe Pyithar
86,Nawarat,16.972977,96.076004,နဝရတ်,Bayint Naung Road,Shwe Pyithar
87,Kwin Kyaung,16.791499,96.123183,ကွင်းကျောင်း,Kyee Myin Daing Kannar Road,Ahlone
88,Kwin Kyaung,16.791815,96.122913,ကွင်းကျောင်း,Kyee Myin Daing Kannar Road,Ahlone
89,Sin Min Zay,16.788381,96.124349,ဆင်မင်းဈေး,Kyee Myin Daing Kannar Road,Ahlone
90,Sin Min Zay,16.789089,96.123955,ဆင်မင်းဈေး,Kyee Myin Daing Kannar Road,Ahlone
91,Thiri Mingalar Zay,16.793428,96.122795,သီရိမင်္ဂလာဈေး,Kyee Myin Daing Kannar Road,Ahlone
92,Thiri Mingalar Zay,16.793387,96.123043,သီရိမင်္ဂလာဈေး,Kyee Myin Daing Kannar Road,Ahlone
93,Chan Mar Phee,16.78736,96.129506,ချန်မာဖီ,Lower Kyee Myin Daing Road,Ahlone
94,Chan Mar Phee,16.787536,96.129549,ချန်မာဖီ,Lower Kyee Myin Daing Road,Ahlone
95,Sin Min Zay,16.790543,96.127962,ဆင်မင်းဈေး,Lower Kyee Myin Daing Road,Ahlone
96,Sin Min Zay,16.790742,96.12801,ဆင်မင်းဈေး,Lower Kyee Myin Daing Road,Ahlone
97,White Taw,16.793536,96.126588,ဝှိုက်တော,Lower Kyee Myin Daing Road,Ahlone
98,White Taw,16.793686,96.126614,ဝှိုက်တော,Lower Kyee Myin Daing Road,Ahlone
99,Ahlone Sar Taik,16.785149,96.131317,အလုံစာတိုက်,Lower Kyee Myin Daing Road,Ahlone
100,Ahlone Sar Taik,16.785383,96.131267,အလုံစာတိုက်,Lower Kyee Myin Daing Road,Ahlone
101,Htaw Li Kwae,16.781445,96.130209,ထော်လီကွေ့,Kyee Myin Daing Kannar Road,Ahlone
102,Htaw Li Kwae,16.781329,96.130003,ထော်လီကွေ့,Kyee Myin Daing Kannar Road,Ahlone
103,Thit Taw,16.782209,96.127727,သစ်တော,Kyee Myin Daing Kannar Road,Ahlone
104,Thit Taw,16.782335,96.12792,သစ်တော,Kyee Myin Daing Kannar Road,Ahlone
108,Bogyoke Kwae,16.780237,96.136731,ဗိုလ်ချုပ်ကွေ့,Bogyoke Aung San Road,Ahlone
109,Jama Khar Nar,16.783082,96.1332,ဂျမခါနာ,Lower Kyee Myin Daing Road,Ahlone
110,Jama Khar Nar,16.7831,96.133294,ဂျမခါနာ,Lower Kyee Myin Daing Road,Ahlone
111,Kyone Gyi Gate,16.777325,96.136566,ကျုံးကြီးဂိတ်,Kyee Myin Daing Kannar Road,Ahlone
112,Kyone Gyi Gate,16.777538,96.136664,ကျုံးကြီးဂိတ်,Kyee Myin Daing Kannar Road,Ahlone
113,Kyone Gyi Gate,16.777523,96.137045,ကျုံးကြီးဂိတ်,Kyee Myin Daing Kannar Road,Ahlone
114,Thakhin Mya Pan Chan,16.778282,96.135448,သခင်မြပန်းခြံ,Kyee Myin Daing Kannar Road,Ahlone
115,Thakhin Mya Pan Chan,16.778411,96.135751,သခင်မြပန်းခြံ,Kyee Myin Daing Kannar Road,Ahlone
117,Sein Gyun,16.781942,96.143846,စိန်ဂျွန်း,Pyay Road,Dagon
118,Sein Gyun,16.783011,96.143589,စိန်ဂျွန်း,Pyay Road,Dagon
119,Kili,16.775087,96.139433,ကီလီ,Strand Road,Lanmadaw
121,Maw Tin,16.774862,96.142339,မော်တင်,Mahabandoola Road,Lanmadaw
122,Maw Tin,16.774464,96.142194,မော်တင်,Strand Road,Lanmadaw
123,Maw Tin,16.774627,96.142315,မော်တင်,Strand Road,Lanmadaw
124,Kili,16.777481,96.140525,ကလီ,Anawrahta Road,Lanmadaw
125,Sanpya,16.778647,96.144935,စံပြ,Phone Gyi Road,Lanmadaw
126,Sanpya,16.777905,96.145015,စံပြ,Phone Gyi Road,Lanmadaw
127,Sanpya,16.777391,96.144236,စံပြ,Anawrahta Road,Lanmadaw
129,Latha,16.772114,96.15142,လသာ,Strand Road,Latha
130,Latha,16.777129,96.151594,လသာ,Anawrahta Road,Latha
131,Maung Khaing,16.774456,96.15187,မောင်ခိုင်,Mahabandoola Road,Latha
132,Nyaung Pin Lay Zay,16.772605,96.146209,ညောင်ပင်လေးဈေး,Strand Road,Latha
133,Sae-ngar Lan/ Nyaung Pin Lay Zay,16.777373,96.14642,(၁၅) လမ်း / ညောင်ပင်လေးဈေး,Anawrahta Road,Lanmadaw
134,Sae-ngar Lan,16.774744,96.146441,(၁၅) လမ်း,Mahabandoola Road,Latha
136,Chauk Htat Yone,16.770799,96.157348,(၆) ထပ်ရုံး,Strand Road,Pabedan
137,Kone Zay Tan,16.777052,96.155092,ကုန်ဈေးတန်း,Anawrahta Road,Pabedan
138,Lan Thone Sae,16.776964,96.157234,လမ်း(၃၀),Anawrahta Road,Pabedan
139,Lan Thone Sae,16.771921,96.156615,လမ်း(၃၀),Merchant Road,Pabedan
141,Sule Myodaw Khan Ma,16.775754,96.158879,ဆူးလေမြို့တော်ခန်းမ,Sule Pagoda Road,Kyauktada
143,Theingyi Zay/ Kone Zay Tan,16.774497,96.153833,သိမ်ကြီးဈေး/ကုန်ဈေးတန်း,Mahabandoola Road,Pabedan
144,Yoke Shin Yon,16.777455,96.158736,ရုပ်ရှင်ရုံ,Sule Pagoda Road,Pabedan
145,Bar lan,16.776803,96.160718,ဘားလမ်း,Anawrahta Road,Kyauktada
146,Bokalay Zay,16.774037,96.165841,ဘိုကလေးဈေး,Mahabandoola Road,Kyauktada
147,Bokalay Zay,16.771597,96.166374,ဘိုကလေးဈေး,Merchant Road,Kyauktada
148,Pansodan,16.776707,96.163806,ပန်းဆိုးတန်း,Anawrahta Road,Kyauktada
149,Pansodan,16.774167,96.163094,ပန်းဆိုးတန်း,Mahabandoola Road,Kyauktada
151,(Pansodan Seikkanthar),16.771652,96.163083,ပန်းဆိုးတန်း (ဆိပ်ကမ်းသာလမ်း),Merchant Road,Kyauktada
152,Sule Pan Chan,16.774246,96.159554,ဆူးလေပန်းခြံ,Mahabandoola Road / Mahabandoola Garden,Kyauktada
154,Kyel Ngar Pwint,16.772389,96.166984,ကြယ်ငါးပွင့်,Thein Phyu Road,Botahtaung
155,Lan Ngar Sae,16.771426,96.171255,လမ်း(၅၀),Merchant Road,Botahtaung
156,Lan Ngar Sae,16.778734,96.171312,လမ်း(၅၀),Bogyoke Aung San Road,Kyauktada
157,Lan Ngar Sae,16.773863,96.171237,လမ်း(၅၀),Mahabandoola Road,Botahtaung
158,Lay-sae-chauk Lan,16.776532,96.168562,(၄၆) လမ်း,Anawrahta Road,Kyauktada
159,Lay-sae-chauk Lan,16.773967,96.168453,(၄၆) လမ်း,Mahabandoola Road,Botahtaung
160,Sein Paul,16.777445,96.167201,စိန်ပေါ(လ်),Thein Phyu Road,Botahtaung
161,Si Saing,16.775845,96.172617,ဆီဆိုင်,Botahtaung Pagoda Road,Botahtaung
162,Ye Sa Khan,16.771447,96.172554,ရဲစခန်း,Botahtaung Pagoda Road,Botahtaung
163,Pansodan,16.769358,96.16083,ပန်းဆိုးတန်း,Strand Road,Seikkan
165,Sar Taik Kyee,16.769155,96.162463,စာတိုက်ကြီး,Strand Road,Seikkan
166,Baho Yone,16.76919,96.167048,ဗဟိုရုံး,Strand Road,Seikkan
167,Botahtaung Paya,16.769592,96.172507,ဗိုလ်တထောင်ဘုရား,Strand Road,Seikkan
168,Botahtaung Paya,16.769252,96.171831,ဗိုလ်တထောင်ဘုရား,Strand Road,Seikkan
172,Mandalay Lan,16.8744,96.198868,မန္တလေးလမ်း,Pin Lon Road,North Dagon
173,Mandalay Lan,16.874343,96.199035,မန္တလေးလမ်း,Pin Lon Road,North Dagon
174,Pansodan,16.779171,96.162356,ပန်းဆိုးတန်း,Bogyoke Aung San Road,Kyauktada
175,Lan Ngar Sae,16.776462,96.170963,လမ်း(၅၀),Anawrahta Road,Kyauktada
176,Lay-sae-chauk Lan,16.77888,96.168154,(၄၆) လမ်း,Bogyoke Aung San Road,Kyauktada
177,Thein Phyu Zay,16.784569,96.167519,သိမ်ဖြူဈေး,Thein Phyu Road,Mingalar Taung Nyunt
178,Thein Phyu Zay,16.784877,96.167626,သိမ်ဖြူဈေး,Thein Phyu Road,Mingalar Taung Nyunt
181,Masalar Set,16.790037,96.169454,မဆလာစက်,Banyardala Road,Mingalar Taung Nyunt
182,Masalar Set,16.790188,96.169403,မဆလာစက်,Banyardala Road,Mingalar Taung Nyunt
183,Mingalar Mon Zay,16.793953,96.172827,မင်္ဂလာမွန်ဈေး,Mill Road,Mingalar Taung Nyunt
184,Mingalar Mon Zay,16.794101,96.172931,မင်္ဂလာမွန်ဈေး,Mill Road,Mingalar Taung Nyunt
185,Mingalar Zay/ Layy Lan,16.791508,96.172476,မင်္ဂလာဈေး/ (၄)လမ်း,Banyardala Road,Mingalar Taung Nyunt
186,Mingalar Zay/ Layy Lan,16.791641,96.172439,မင်္ဂလာဈေး/ (၄)လမ်း,Banyardala Road,Mingalar Taung Nyunt
187,Thein Phyu Sar Taik,16.78681,96.167691,သိမ်ဖြူစာတိုက်,Thein Phyu Road,Mingalar Taung Nyunt
188,Thein Phyu Sar Taik,16.786857,96.167645,သိမ်ဖြူစာတိုက်,Thein Phyu Road,Mingalar Taung Nyunt
189,Say Yon Gyi,16.779525,96.150563,ဆေးရုံကြီး,Bogyoke Aung San Road,Latha
190,Thayet Taw Kyaung,16.779782,96.145659,သရက်တောကျောင်း,Bogyoke Aung San Road,Latha
191,Bogyoke Zay,16.779395,96.154447,ဗိုလ်ချုပ်ဈေး,Bogyoke Aung San Road,Pabedan
193,Sauk Lote Yae,16.783229,96.153431,ဆောက်လုပ်ရေး,Shwedagon Pagoda Road,Dagon
194,Youk Lan,16.782682,96.158951,ယောက်လမ်း,Alanpya Pagoda Road,Dagon
195,Youk Lan,16.785509,96.159488,ယောက်လမ်း,Gyo Phyu Road,Mingalar Taung Nyunt
196,Bago Kalat,16.786334,96.142429,ပဲခူးကလပ်,Pyay Road,Dagon
197,Bago Kalat,16.787245,96.142052,ပဲခူးကလပ်,Pyay Road,Dagon
198,Halpin,16.79028,96.141303,ဟယ်(လ်)ပင်,Pyay Road,Dagon
199,Halpin,16.791058,96.140842,ဟယ်(လ်)ပင်,Pyay Road,Dagon
201,Taung Phat Moke,16.793821,96.151069,တောင်ဘက်မုခ်,Shwedagon Pagoda Road,Dagon
202,Kyauk Taing,16.788753,96.157194,ကျောက်တိုင်,ZOOlogical Garden Road,Dagon
203,Kyauk Taing,16.789041,96.157484,ကျောက်တိုင်,ZOOlogical Garden Road,Dagon
204,Ashae Phat Moke,16.798262,96.151938,အရှေ့ဘက်မုခ်,RZarNi Road,Dagon
205,Ashae Phat Moke,16.798164,96.151804,အရှေ့ဘက်မုခ်,RZarNi Road,Dagon
206,Myauk Phat Moke,16.800997,96.14897,မြောက်ဘက်မုခ်,RZarNi Road,Dagon
207,Myauk Phat Moke,16.801158,96.149107,မြောက်ဘက်မုခ်,RZarNi Road,Dagon
208,Bahan Thone Lan,16.79706,96.157028,ဗဟန်းသုံးလမ်း,Bahan Road,Bahan
209,Bahan Thone Lan,16.798049,96.157069,ဗဟန်းသုံးလမ်း,Bahan Road,Bahan
210,Yae Khae Saing,16.801598,96.157907,ရေခဲဆိုင်,Koe Min Ko Chin Road,Bahan
211,Yae Khae Saing,16.800975,96.159515,ရေခဲဆိုင်,Nat Mauk Road,Bahan
212,Yae Khae Saing,16.80111,96.159473,ရေခဲဆိုင်,Nat Mauk Road,Bahan
213,Nat Mauk Kyaung Shae,16.800321,96.166352,နတ်မောက်ကျောင်းရှေ့,Nat Mauk Road,Bahan
214,Nat Mauk Kyaung Shae,16.800196,96.166261,နတ်မောက်ကျောင်းရှေ့,Nat Mauk Road,Bahan
215,Jamar,16.801169,96.160922,ဂျမား,Nat Mauk Road,Bahan
216,Jamar,16.8013,96.160913,ဂျမား,Nat Mauk Road,Bahan
217,Phoe Sein Lan,16.800151,96.167644,ဖိုးစိန်လမ်း,Nat Mauk Road,Bahan
218,Say Yon,16.79922,96.170368,ဆေးရုံ,Nat Mauk Road,Bahan
219,Say Yon,16.799372,96.170384,ဆေးရုံ,Nat Mauk Road,Bahan
222,Link Lan,16.805999,96.147233,လင့်လမ်း,Shwe Gon Road,Bahan
223,Link Lan,16.806091,96.147421,လင့်လမ်း,Shwe Gon Road,Bahan
224,Oak Lan,16.804344,96.151185,အုတ်လမ်း,West Shwe Gon Daing Road,Bahan
225,Oak Lan,16.804481,96.151227,အုတ်လမ်း,West Shwe Gon Daing Road,Bahan
226,Bandar Pin,16.809994,96.160769,ဗန်ဒါပင်,East Shwe Gon Daing Road,Bahan
227,Bandar Pin,16.810236,96.160738,ဗန်ဒါပင်,East Shwe Gon Daing Road,Bahan
228,Shwe Gon Daing,16.805331,96.154423,ရွှေဂုံတိုင်,West Shwe Gon Daing Road,Bahan
229,Shwe Gon Daing,16.805529,96.154406,ရွှေဂုံတိုင်,West Shwe Gon Daing Road,Bahan
230,Shwe Gon Daing,16.805195,96.155777,ရွှေဂုံတိုင်,Kabar Aye Pagoda Road,Bahan
231,Shwe Gon Daing,16.80655,96.156077,ရွှေဂုံတိုင်,East Shwe Gon Daing Road,Bahan
232,Chauk Htat Kyee,16.811207,96.165464,(၆) ထပ်ကြီး,East Shwe Gon Daing Road,Bahan
233,Chauk Htat Kyee,16.811227,96.165963,(၆) ထပ်ကြီး,East Shwe Gon Daing Road,Bahan
234,Ngar Htat Kyee,16.810501,96.16332,(၅) ထပ်ကြီး,East Shwe Gon Daing Road,Bahan
235,Ngar Htat Kyee,16.810709,96.163007,(၅) ထပ်ကြီး,East Shwe Gon Daing Road,Bahan
236,Awine Htate/ Tamwe,16.811852,96.170802,အဝိုင်းထိပ်/ တာမွေ,West Horse Race Course Road,Tamwe
237,Awine Htate/ Tamwe,16.811882,96.17109,အဝိုင်းထိပ်/ တာမွေ,West Horse Race Course Road,Tamwe
238,Byaing Yae Oh Sin,16.806494,96.172126,ဗျိုင်းရေအိုးစင်,Banyardala Road,Tamwe
239,Byaing Yae Oh Sin,16.806694,96.172174,ဗျိုင်းရေအိုးစင်,Banyardala Road,Tamwe
240,Home Lan,16.797408,96.122379,ဟုမ်းလမ်း,Kyee Myin Daing Kannar Road,Kyee Myin Daing
241,Home Lan,16.797669,96.122432,ဟုမ်းလမ်း,Kyee Myin Daing Kannar Road,Kyee Myin Daing
242,Thal Kwin,16.800933,96.122099,သဲကွင်း,Kyee Myin Daing Kannar Road,Kyee Myin Daing
243,Thal Kwin,16.800936,96.122253,သဲကွင်း,Kyee Myin Daing Kannar Road,Kyee Myin Daing
244,Home Lan,16.797192,96.126132,ဟုမ်းလမ်း,Lower Kyee Myin Daing Road,Kyee Myin Daing
245,Home Lan,16.798018,96.126237,ဟုမ်းလမ်း,Lower Kyee Myin Daing Road,Kyee Myin Daing
246,Kyaung Shae,16.800365,96.126217,ကျောင်းရှေ့,Lower Kyee Myin Daing Road,Kyee Myin Daing
247,Kyaung Shae,16.800607,96.126045,ကျောင်းရှေ့,Lower Kyee Myin Daing Road,Kyee Myin Daing
248,Kyaung Shae,16.803718,96.123337,ကျောင်းရှေ့,Bargayar Road,San Chaung
249,Kyaung Shae,16.803901,96.123831,ကျောင်းရှေ့,Bargayar Road,San Chaung
250,Kyee Myin Daing Nya Zay,16.809934,96.125931,ကြည်မြင်တိုင်ညဈေး,Upper Kyee Myin Daing Road,Kyee Myin Daing
251,Kyee Myin Daing Nya Zay,16.809455,96.126008,ကြည်မြင်တိုင်ညဈေး,Upper Kyee Myin Daing Road,Kyee Myin Daing
252,Sar Taik,16.804178,96.122149,စာတိုက်,Kyee Myin Daing Kannar Road,Kyee Myin Daing
253,Sar Taik,16.804266,96.122279,စာတိုက်,Kyee Myin Daing Kannar Road,Kyee Myin Daing
254,Koe Htat Kyee,16.803777,96.128096,(၉) ထပ်ကြီး,Bargayar Road,San Chaung
255,Koe Htat Kyee,16.803859,96.128141,(၉) ထပ်ကြီး,Bargayar Road,San Chaung
256,Kyee Myin Daing Butar,16.806301,96.125743,ကြည့်မြင်တိုင်ဘူတာ,Upper Kyee Myin Daing Road,Kyee Myin Daing
257,Kyee Myin Daing Butar,16.806369,96.125883,ကြည့်မြင်တိုင်ဘူတာ,Upper Kyee Myin Daing Road,Kyee Myin Daing
258,Kyee Myin Daing Nya Zay,16.809356,96.121984,ကြည့်မြင်တိုင်ညဈေး,Kyee Myin Daing Kannar Road,Kyee Myin Daing
259,Kyee Myin Daing Nya Zay,16.809123,96.121825,ကြည့်မြင်တိုင်ညဈေး,Kyee Myin Daing Kannar Road,Kyee Myin Daing
260,Shan Lan,16.803776,96.131501,ရှမ်းလမ်း,Bargayar Road,San Chaung
261,Shan Lan,16.803839,96.131842,ရှမ်းလမ်း,Bargayar Road,San Chaung
262,Hantharwaddy,16.811923,96.135036,ဟံသာဝတီ,Pyay Road,San Chaung
263,Hantharwaddy,16.811936,96.134801,ဟံသာဝတီ,Pyay Road,San Chaung
264,Mahar Myaing,16.806672,96.13654,မဟာမြိုင်,Pyay Road,San Chaung
265,Mahar Myaing,16.808138,96.135891,မဟာမြိုင်,Pyay Road,San Chaung
266,Myaynigone,16.803804,96.138814,မြေနီကုန်း,Bargayar Road,San Chaung
267,Myaynigone,16.803748,96.138143,မြေနီကုန်း,Bargayar Road,San Chaung
268,Myaynigone,16.799544,96.138511,မြေနီကုန်း (ပြည်လမ်း),Pyay Road,San Chaung
269,Myaynigone,16.805399,96.136748,မြေနီကုန်း (ပြည်လမ်း),Pyay Road,San Chaung
272,Shwe Man,16.803697,96.136183,ရွှေမန်း,Bargayar Road,San Chaung
273,Shwe Man,16.803827,96.136105,ရွှေမန်း,Bargayar Road,San Chaung
274,Wizaya Plaza,16.8052,96.143334,ဝိဇယပလာဇာ,Dhamazedi Road,Bahan
277,Nat Sin Lan,16.814537,96.12196,နတ်စင်လမ်း,Kyee Myin Daing Kannar Road,Kyee Myin Daing
278,Nat Sin Lan,16.8147,96.121781,နတ်စင်လမ်း,Kyee Myin Daing Kannar Road,Kyee Myin Daing
279,Nat Sin Lan,16.814508,96.125932,နတ်စင်လမ်း,Upper Kyee Myin Daing Road,Kyee Myin Daing
280,Nat Sin Lan,16.814462,96.126023,နတ်စင်လမ်း,Upper Kyee Myin Daing Road,Kyee Myin Daing
281,B.R.B,16.828871,96.124352,ဘီအာဘီ,Baho Road,Kamayut
282,B.R.B,16.829474,96.124027,ဘီအာဘီ,Baho Road,Kamayut
283,Hantharwaddy,16.816229,96.126039,ဟံသာဝတီ,Upper Kyee Myin Daing Road,Kyee Myin Daing
284,Hantharwaddy,16.816321,96.125938,ဟံသာဝတီ,Upper Kyee Myin Daing Road,Kyee Myin Daing
287,Hledan,16.827952,96.130435,လှည်းတန်း,Yangon-Insein Road,Kamayut
288,Hledan,16.827969,96.130198,လှည်းတန်း,Yangon-Insein Road,Kamayut
289,Hledan Zay,16.826457,96.128887,လှည်းတန်းဈေး,Hledan Road,Kamayut
290,Hledan Zay,16.826594,96.128806,လှည်းတန်းဈေး,Hledan Road,Kamayut
291,Kannar Zay,16.812434,96.121964,ကမ်းနားဈေး,Kyee Myin Daing Kannar Road,Kyee Myin Daing
292,Kannar Zay,16.812512,96.12181,ကမ်းနားဈေး,Kyee Myin Daing Kannar Road,Kyee Myin Daing
293,Khaing Shwe Wah,16.8257,96.125134,ခိုင်ရွှေဝါ,Baho Road,Kamayut
294,Khaing Shwe Wah,16.825997,96.125155,ခိုင်ရွှေဝါ,Baho Road,Kamayut
295,Kyaung Shae/ Kone Sin,16.825525,96.126583,ကျောင်းရှေ့/ကုန်းဆင်း,Hledan Road,Kamayut
296,Kyaung Shae/ Kone Sin,16.825357,96.126665,ကျောင်းရှေ့/ကုန်းဆင်း,Hledan Road,Kamayut
297,Pyi Yeik Mon,16.822004,96.125767,ပြည်ရိပ်မွန်,Baho Road,Kamayut
