id,name,latitude,longitude,name_mm,road,township
1278,Kyaung Lan,16.876771,96.15867,ကျောင်းလမ်း,Thuzitar Street,North Okkalapa
1279,Kyaung Lan,16.876689,96.158391,ကျောင်းလမ်း,Thuzitar Street,North Okkalapa
1280,Lan Wa/ Nawaday,16.867192,96.154638,လမ်းဝ/နဝဒေး,Thudhamar Road,North Okkalapa
1281,Ngar Lan,16.874128,96.156913,(၅) လမ်း,Thudhamar Road,North Okkalapa
1282,Oak Pon Seik,16.87365,96.159584,အုတ်ပုံဆိပ်,Thanthumar Road,North Okkalapa
1283,Oak Pon Seik,16.873691,96.159359,အုတ်ပုံဆိပ်,Thanthumar Road,North Okkalapa
1284,Phone Gyi Lan,16.775318,96.144917,ဘုန်းကြီးလမ်း,Phone Gyi Road,Lanmadaw
1286,Lay-Thone-Ngar Hmat Taing,16.870478,96.16174,(၄၃၅) မှတ်တိုင်,Thanthumar Road,North Okkalapa
1287,Lay-Thone-Ngar Hmat Taing,16.870354,96.161612,(၄၃၅) မှတ်တိုင်,Thanthumar Road,North Okkalapa
1288,Lay-Thone-Chauk Hmat Taing,16.866689,96.168215,(၄၃၆) မှတ်တိုင်,Thanthumar Road,North Okkalapa
1289,Lay-Thone-Chauk Hmat Taing,16.86673,96.167815,(၄၃၆) မှတ်တိုင်,Thanthumar Road,North Okkalapa
1290,Kar Lay Gate,16.87786,96.171649,ကားလေးဂိတ်,U Wisara Road,North Dagon
1291,Kar Lay Gate,16.877917,96.171775,ကားလေးဂိတ်,U Wisara Road,North Dagon
1292,Saik Shae,16.875323,96.173,စိုက်ရှေ့,U Wisara Road,North Dagon
1293,Saik Shae,16.875632,96.173029,စိုက်ရှေ့,U Wisara Road,North Dagon
1294,A Way Pyay,16.888535,96.122893,အဝေးပြေး,Pyay Road,Insein
1295,A Way Pyay,16.888652,96.123012,အဝေးပြေး,Pyay Road,Insein
1296,Saw Bwar Gyi Kone Lan Sone,16.891841,96.120034,စော်ဘွားကြီးကုန်းလမ်းဆုံ,Pyay Road,Insein
1297,Saw Bwar Gyi Kone Lan Sone,16.892049,96.119814,စော်ဘွားကြီးကုန်းလမ်းဆုံ,Pyay Road,Insein
1298,Koe Mile,16.880519,96.13626,(၉) မိုင်,Pyay Road,Mayangone
1299,Koe Mile,16.88178,96.134868,(၉) မိုင်,Pyay Road,Mayangone
1300,Koe Mile Khawe,16.883847,96.135885,(၉) မိုင်ခွဲ,Pyay Road,Mayangone
1301,Koe Mile Khawe,16.884384,96.135772,(၉) မိုင်ခွဲ,Pyay Road,Mayangone
1302,Myo Thit Zay,16.879021,96.099776,မြို့သစ်ဈေးု,Bayint Naung Road,Insein
1303,Myo Thit Zay,16.879113,96.10005,မြို့သစ်ဈေးု,Bayint Naung Road,Insein
1304,Nyaung Pin,16.881558,96.099194,ညောင်ပင်,Bayint Naung Road,Insein
1305,Nyaung Pin,16.881487,96.09901,ညောင်ပင်,Bayint Naung Road,Insein
1306,Padauk Lan,16.875474,96.101509,ပိတောက်လမ်း,Bayint Naung Road,Insein
1307,Padauk Lan,16.875571,96.101649,ပိတောက်လမ်း,Bayint Naung Road,Insein
1308,Bayint Naung Zay/ Zay Pwae Yon,16.864245,96.106743,ဘုရင့်နောင်ဈေး/ဈေးပွဲရုံ,Bayint Naung Road,Mayangone
1309,Bayint Naung Zay/ Zay Pwae Yon,16.864492,96.10685,ဘုရင့်နောင်ဈေး/ဈေးပွဲရုံ,Bayint Naung Road,Mayangone
1310,B.P.I,16.874841,96.116313,ဘီပီအိုင်,Yangon-Insein Road,Insein
1311,B.P.I,16.875179,96.116361,ဘီပီအိုင်,Yangon-Insein Road,Insein
1312,Kyoe Kone,16.878483,96.112781,ကြို့ကုန်း,Yangon-Insein Road,Insein
1313,Kyoe Kone,16.878437,96.112635,ကြို့ကုန်း,Yangon-Insein Road,Insein
1314,Kyoe Kone Lan Sone,16.871474,96.104232,ကြို့ကုန်းလမ်းဆုံ,Bayint Naung Road,Insein
1315,Kyoe Kone Lan Sone,16.871653,96.104367,ကြို့ကုန်းလမ်းဆုံ,Bayint Naung Road,Insein
1316,Myo Thit,16.878032,96.111656,မြို့သစ်,Baho Road,Insein
1317,Myo Thit,16.877994,96.111597,မြို့သစ်,Baho Road,Insein
1318,Aye Theikdi/ Thayet Taw,16.894614,96.10185,အေးသိဒ္ဓိ/ သရက်တော,Lower Mingalardon Road,Insein
1319,Aye Theikdi/ Thayet Taw,16.894799,96.102108,အေးသိဒ္ဓိ/ သရက်တော,Lower Mingalardon Road,Insein
1320,Htaung Boo Wa,16.886136,96.10034,ထောင်ဘူးဝ,Hlaing River Road,Insein
1321,Htaung Boo Wa,16.886196,96.100313,ထောင်ဘူးဝ,Hlaing River Road,Insein
1322,Insein Kannar,16.883422,96.094077,အင်းစိန်ကမ်းနား,Hlaing River Road,Insein
1323,Insein Kannar,16.883501,96.093983,အင်းစိန်ကမ်းနား,Hlaing River Road,Insein
1324,Insein Zay,16.886955,96.102533,အင်းစိန်ဈေး,Hlaing River Road,Insein
1325,Insein Zay,16.886884,96.102552,အင်းစိန်ဈေး,Hlaing River Road,Insein
1326,Lay-sae-shit Gate,16.886319,96.097508,(၄၈) ဂိတ်,Bayint Naung Road,Insein
1327,Min Zedi,16.890692,96.095794,မင်းစေတီ,Bayint Naung Road,Insein
1328,Min Zedi,16.890684,96.095572,မင်းစေတီ,Bayint Naung Road,Insein
1329,Pauk Taw Wa,16.884871,96.097901,ပေါက်တောဝ,Bayint Naung Road,Insein
1330,Pauk Taw Wa,16.884824,96.09771,ပေါက်တောဝ,Bayint Naung Road,Insein
1331,Pauk Taw Wa,16.885269,96.098151,ပေါက်တောဝ,Hlaing River Road,Insein
1332,Pauk Taw Wa,16.885152,96.097108,ပေါက်တောဝ,Hlaing River Road,Insein
1333,Sayardaw Gyi,16.894618,96.094546,ဆရာတော်ကြီး,Bayint Naung Road,Insein
1334,Sayardaw Gyi,16.894572,96.094723,ဆရာတော်ကြီး,Bayint Naung Road,Insein
1335,Ywarma,16.898546,96.095397,ရွာမ,Bayint Naung Road,Insein
1336,Ywarma,16.898277,96.095501,ရွာမ,Bayint Naung Road,Insein
1337,Ywarma,16.898234,96.099052,ရွာမ,Lower Mingalardon Road,Insein
1338,Ywarma,16.898134,96.098918,ရွာမ,Lower Mingalardon Road,Insein
1339,Ar Lain Ngar Sint,16.89148,96.116596,အာလိန်ငါးဆင့်,Lan Thit Road,Insein
1340,Ar Lain Ngar Sint,16.891578,96.11659,အာလိန်ငါးဆင့်,Lan Thit Road,Insein
1341,B.O.C,16.884947,96.110104,ဘီအိုစီ,Yangon-Insein Road,Insein
1342,B.O.C,16.88492,96.109908,ဘီအိုစီ,Yangon-Insein Road,Insein
1343,Insein Gon Tadar/ Hino Gade,16.887982,96.105951,အင်းစိန်ကုန်းတံတား/ ဟီးနိုးဂိတ်,Lower Mingalardon Road,Insein
1344,Insein Gon Tadar/ Hino Gade,16.888134,96.105893,အင်းစိန်ကုန်းတံတား/ ဟီးနိုးဂိတ်,Lower Mingalardon Road,Insein
1345,Insein Pan Chan,16.887532,96.107586,အင်းစိန်ပန်းခြံ,Min Gyi Road,Insein
1346,Insein Pan Chan,16.887646,96.107788,အင်းစိန်ပန်းခြံ,Min Gyi Road,Insein
1347,Insein Say Yon Gyi,16.892232,96.105865,အင်းစိန်ဆေးရုံကြီး,Min Gyi Road,Insein
1348,Insein Say Yon Gyi,16.892273,96.105639,အင်းစိန်ဆေးရုံကြီး,Min Gyi Road,Insein
1349,Ma Nya Ka,16.896944,96.105124,မညက,Min Gyi Street,Insein
1350,Ma Nya Ka,16.897026,96.104942,မညက,Min Gyi Street,Insein
1351,Oakyin Wa,16.89041,96.111393,အုတ်ကျင်းဝ,Lan Thit Road,Insein
1352,Oakyin Wa,16.890592,96.111455,အုတ်ကျင်းဝ,Lan Thit Road,Insein
1353,Workshop,16.891116,96.114663,ဝပ်ရှော့,Lan Thit Road,Insein
1354,Workshop,16.8912,96.114669,ဝပ်ရှော့,Lan Thit Road,Insein
1355,Phot Kan Zay,16.907714,96.097556,ဖော့ကန်ဈေး,Lower Mingalardon Road,Insein
1356,Phot Kan Zay,16.907638,96.097676,ဖော့ကန်ဈေး,Lower Mingalardon Road,Insein
1357,Pyi Taw Thar,16.900697,96.095564,ပြည်တော်သာ,Bayint Naung Road,Insein
1358,Pyi Taw Thar,16.900814,96.095425,ပြည်တော်သာ,Bayint Naung Road,Insein
1359,Pyi Taw Thar,16.90078,96.097833,ပြည်တော်သာ,Min Gyi Road,Insein
1360,Pyi Taw Thar,16.900613,96.097855,ပြည်တော်သာ,Min Gyi Road,Insein
1361,Pyi Taw Thar/ G.T.I Htate,16.900989,96.097094,ပြည်တော်သာ/(GTI)ထိပ်,Lower Mingalardon Road,Insein
1362,Pyi Taw Thar/ G.T.I Htate,16.900422,96.097188,ပြည်တော်သာ/(GTI)ထိပ်,Lower Mingalardon Road,Insein
1363,Saung Hnit,16.91195,96.097264,ဆောင် (၂),Lower Mingalardon Road,Insein
1364,Saung Hnit,16.911906,96.09734,ဆောင် (၂),Lower Mingalardon Road,Insein
1365,Thayet Taw,16.902189,96.102985,သရက်တော,Min Gyi Road,Insein
1366,Thayet Taw,16.9023,96.102895,သရက်တော,Min Gyi Road,Insein
1367,Bo Kone,16.900902,96.10639,ဗိုလ်ကုန်း,Min Gyi Road,Insein
1368,Bo Kone,16.900917,96.1067,ဗိုလ်ကုန်း,Min Gyi Road,Insein
1369,Hight Pak,16.898659,96.10567,ဟိုက်ပက်,Min Gyi Road,Insein
1370,Hight Pak,16.898823,96.105523,ဟိုက်ပက်,Min Gyi Road,Insein
1371,Kalar Paya,16.905704,96.128996,ကုလားဘုရား,No. 1 Main Road,Mingalardon
1372,Kalar Paya,16.905906,96.128758,ကုလားဘုရား,No. 1 Main Road,Mingalardon
1373,Pan Chan Kone,16.91071,96.131977,ပန်းခြံကုန်း,No. 1 Main Road,Mingalardon
1374,Pan Chan Kone,16.91101,96.131931,ပန်းခြံကုန်း,No. 1 Main Road,Mingalardon
1375,Tit-Koe-Koe,16.931731,96.085049,၁၉၉,Shwe Pyi Thar Bridge Road,Insein
1376,Tit-Koe-Koe,16.932261,96.085623,၁၉၉,Shwe Pyi Thar Bridge Road,Insein
1377,Aung San Zay,16.921587,96.09761,အောင်ဆန်းဈေး,Lower Mingalardon Road,Insein
1378,Aung San Zay,16.921325,96.097682,အောင်ဆန်းဈေး,Lower Mingalardon Road,Insein
1379,Bo Chan,16.93007,96.100991,ဘိုခြံ,Lower Mingalardon Road,Insein
1380,Bo Chan,16.930007,96.101098,ဘိုခြံ,Lower Mingalardon Road,Insein
1381,Kyaung Gate,16.917884,96.097462,ကျောင်းဂိတ်,Lower Mingalardon Road,Insein
1382,Kyaung Gate,16.917978,96.097381,ကျောင်းဂိတ်,Lower Mingalardon Road,Insein
1383,Ywar Thit,16.925496,96.098534,ရွာသစ်,Lower Mingalardon Road,Insein
1384,Ywar Thit,16.925463,96.098605,ရွာသစ်,Lower Mingalardon Road,Insein
1385,Asar Set,16.932314,96.112023,အစာစက်,Khayae Pin Road,Insein
1386,Asar Set,16.932264,96.112169,အစာစက်,Khayae Pin Road,Insein
1387,Chauk Lay Chauk,16.930992,96.114231,၆၄၆,Khayae Pin Road,Mingalardon
1388,Chauk Lay Chauk,16.931012,96.114592,၆၄၆,Khayae Pin Road,Mingalardon
1389,Pan Chan,16.929905,96.116613,ပန်းခြံ,Khayae Pin Road,Mingalardon
1390,Pan Chan,16.929913,96.117084,ပန်းခြံ,Khayae Pin Road,Mingalardon
1391,Yae Set,16.932786,96.106947,ရေစက်,Khayae Pin Road,Insein
1392,Yae Set,16.932608,96.107056,ရေစက်,Khayae Pin Road,Insein
1393,B.O.C,16.915951,96.13452,ဘီအိုစီ,No. 1 Main Road,Mingalardon
1394,B.O.C,16.915565,96.134779,ဘီအိုစီ,No. 1 Main Road,Mingalardon
1395,Khayae Pin Lan Khawe,16.92929,96.12982,ခရေပင်လမ်းခွဲ,Khayae Pin Road,Mingalardon
1396,Khayae Pin Lan Khawe,16.9283,96.132085,ခရေပင်လမ်းခွဲ,Khayae Pin Road,Mingalardon
1397,Khayae Pin Lan Khawe,16.927303,96.131706,ခရေပင်လမ်းခွဲ,No. 1 Main Road,Mingalardon
1398,Khayae Pin Lan Khawe,16.927233,96.131463,ခရေပင်လမ်းခွဲ,No. 1 Main Road,Mingalardon
1399,Say Kyaung,16.92003,96.134199,ဆေးကျောင်း,No. 1 Main Road,Mingalardon
1400,Say Kyaung,16.920334,96.133931,ဆေးကျောင်း,No. 1 Main Road,Mingalardon
1401,Thone Yarthi,16.931647,96.141277,သုံးရာသီ,Khayae Pin Road,Mingalardon
1402,Thone Yarthi,16.931715,96.141234,သုံးရာသီ,Khayae Pin Road,Mingalardon
1403,Yar Thet Pan,16.930114,96.137014,ရာသက်ပန်,Khayae Pin Road,Mingalardon
1404,Yar Thet Pan,16.930159,96.13694,ရာသက်ပန်,Khayae Pin Road,Mingalardon
1405,Kyaikkalei/ Suppaline,16.944294,96.127986,ကျိုက္ကလဲ့/ ဆပ်ပလိုင်း,No. 1 Main Road,Mingalardon
1406,Kyaikkalei/ Suppaline,16.944757,96.128118,ကျိုက္ကလဲ့/ ဆပ်ပလိုင်း,No. 1 Main Road,Mingalardon
1407,Kyaikkalot,16.951129,96.127038,ကျိုက္ကလို့,No. 1 Main Road,Mingalardon
1408,Kyaikkalot,16.952053,96.12702,ကျိုက္ကလို့,No. 1 Main Road,Mingalardon
1409,Mingalardon Zay,16.934113,96.13039,မင်္ဂလာဒုံဈေး,No. 1 Main Road,Mingalardon
1410,Mingalardon Zay,16.93479,96.130131,မင်္ဂလာဒုံဈေး,No. 1 Main Road,Mingalardon
1411,Waryar Let,16.960714,96.127084,ဝါယာလက်,No. 1 Main Road,Mingalardon
1412,Waryar Let,16.961806,96.126746,ဝါယာလက်,No. 1 Main Road,Mingalardon
1413,Yae Kyi I,16.965784,96.127299,ရေကြည်အိုင်,No. 1 Main Road,Mingalardon
1414,Yae Kyi I,16.966603,96.12743,ရေကြည်အိုင်,No. 1 Main Road,Mingalardon
1415,Alal Pauk,16.940851,96.151727,အလယ်ပေါက်,No. 3 Main Road,Mingalardon
1416,Alal Pauk,16.94088,96.151796,အလယ်ပေါက်,No. 3 Main Road,Mingalardon
1417,Ah-Hmat-Thone Lan Sone,16.935503,96.153047,အမှတ် (၃) လမ်းဆုံ,No. 3 Main Road,Mingalardon
1418,Ah-Hmat-Thone Lan Sone,16.93573,96.152263,အမှတ် (၃) လမ်းဆုံ,No. 3 Main Road,Mingalardon
1419,Ah-Hmat-Thone Lan Sone,16.936658,96.152904,အမှတ် (၃) လမ်းဆုံ,No. 3 Main Road,Mingalardon
1420,Nyaung Pin,16.957062,96.148998,ညောင်ပင်,No. 3 Main Road,Mingalardon
1421,Nyaung Pin,16.95706,96.148898,ညောင်ပင်,No. 3 Main Road,Mingalardon
1422,Oh Eain,16.953123,96.149546,အိုးအိမ်,No. 3 Main Road,Mingalardon
1423,Oh Eain,16.95324,96.149663,အိုးအိမ်,No. 3 Main Road,Mingalardon
1424,Thingangyun,16.962465,96.148174,သင်္ဃန်းကျွန်း,No. 3 Main Road,Mingalardon
1425,Thingangyun,16.962531,96.14805,သင်္ဃန်းကျွန်း,No. 3 Main Road,Mingalardon
1426,Bo Chan,16.980232,96.126419,ဘိုခြံ,No. 1 Main Road,Mingalardon
1427,Bo Chan,16.980499,96.12687,ဘိုခြံ,No. 1 Main Road,Mingalardon
1428,Hmoe Yon,16.989006,96.144592,မှိုရုံ,No. 3 Main Road,Mingalardon
1429,Hmoe Yon,16.989058,96.144511,မှိုရုံ,No. 3 Main Road,Mingalardon
1432,London Set Yon,16.99669,96.144637,လန်ဒန်စက်ရုံ,No. 3 Main Road,Mingalardon
1433,London Set Yon,16.996964,96.14457,လန်ဒန်စက်ရုံ,No. 3 Main Road,Mingalardon
1438,Paya Lay,16.996841,96.130271,ဘုရားလေး,No. 1 Main Road,Mingalardon
1439,Paya Lay,16.997059,96.130496,ဘုရားလေး,No. 1 Main Road,Mingalardon
1440,Saing Bote,16.994324,96.144149,ဆိုင်းဘုတ်,No. 3 Main Road,Mingalardon
1441,Saing Bote,16.994598,96.143961,ဆိုင်းဘုတ်,No. 3 Main Road,Mingalardon
1442,Shan Su,16.987558,96.127256,ရှမ်းစု,No. 1 Main Road,Mingalardon
1443,Shan Su,16.987948,96.127188,ရှမ်းစု,No. 1 Main Road,Mingalardon
1444,Sin Min,16.970032,96.126548,ဆင်မင်း,No. 1 Main Road,Mingalardon
1445,Sin Min,16.970278,96.126763,ဆင်မင်း,No. 1 Main Road,Mingalardon
1446,Ye Baw Haung,16.991406,96.13111,ရဲဘော်ဟောင်း,No. 1 Main Road,Mingalardon
1447,Ye Baw Haung,16.991488,96.130938,ရဲဘော်ဟောင်း,No. 1 Main Road,Mingalardon
1448,Chauk Lan,16.970638,96.14793,(၆) လမ်း,No. 3 Main Road,Mingalardon
1449,Chauk Lan,16.970759,96.147804,(၆) လမ်း,No. 3 Main Road,Mingalardon
1450,Palae Eain Yar,16.968784,96.148012,ပုလဲအိမ်ယာ,No. 3 Main Road,Mingalardon
1451,Palae Eain Yar,16.968965,96.147828,ပုလဲအိမ်ယာ,No. 3 Main Road,Mingalardon
1452,Palae Lan Sone,16.981853,96.147111,ပုလဲလမ်းဆုံ,No. 3 Main Road,Mingalardon
1453,Palae Lan Sone,16.981894,96.147208,ပုလဲလမ်းဆုံ,No. 3 Main Road,Mingalardon
1454,Tadar Phyu,16.977331,96.147704,တံတားဖြူ,No. 3 Main Road,Mingalardon
1455,Tadar Phyu,16.977427,96.147582,တံတားဖြူ,No. 3 Main Road,Mingalardon
1456,Thone Thone Lone,16.983855,96.14639,သုံးသုံးလုံး,No. 3 Main Road,Mingalardon
1457,Thone Thone Lone,16.984005,96.146486,သုံးသုံးလုံး,No. 3 Main Road,Mingalardon
1458,Yakhine Kyaung,16.973986,96.147809,ရခိုင်ကျောင်း,No. 3 Main Road,Mingalardon
1459,Yakhine Kyaung,16.974953,96.147677,ရခိုင်ကျောင်း,No. 3 Main Road,Mingalardon
1460,C.P Light,17.020607,96.133626,စီပီလိုက်,No. 1 Main Road,Mingalardon
1461,C.P Light,17.020661,96.133389,စီပီလိုက်,No. 1 Main Road,Mingalardon
1462,Chan Pauk,17.007909,96.12743,ခြံပေါက်,No. 1 Main Road,Mingalardon
1463,Chan Pauk,17.008303,96.127274,ခြံပေါက်,No. 1 Main Road,Mingalardon
1464,Kon Ta La Paung,17.000553,96.144451,ကုန်းတလပေါင်,No. 3 Main Road,Mingalardon
1465,Kon Ta La Paung,17.000719,96.144592,ကုန်းတလပေါင်,No. 3 Main Road,Mingalardon
1466,Kone Htate,17.004641,96.129039,ကုန်းထိပ်,No. 1 Main Road,Mingalardon
1467,Kone Htate,17.004467,96.128899,ကုန်းထိပ်,No. 1 Main Road,Mingalardon
1468,Kyaung Shae,17.031112,96.13193,ကျောင်းရှေ့,No. 1 Main Road,Mingalardon
1469,Kyaung Shae,17.03121,96.13214,ကျောင်းရှေ့,No. 1 Main Road,Mingalardon
1470,Lay Yat Kwet,17.024106,96.138485,(၄) ရပ်ကွက်,No. 3 Set Thwe Road,Mingalardon
1471,Lay Yat Kwet,17.024279,96.138594,(၄) ရပ်ကွက်,No. 3 Set Thwe Road,Mingalardon
1472,Mwae Myu Yae,17.013839,96.127337,မွေးမြူရေး,No. 1 Main Road,Mingalardon
1473,Mwae Myu Yae,17.013882,96.127163,မွေးမြူရေး,No. 1 Main Road,Mingalardon
1474,Seagull,17.016311,96.128071,ဆေးဂဲလ်,No. 1 Main Road,Mingalardon
1475,Seagull,17.01645,96.128565,ဆေးဂဲလ်,No. 1 Main Road,Mingalardon
1476,Site Thit,17.015094,96.145324,ဆိုက်သစ်,No. 3 Set Thwe Road,Mingalardon
1477,Site Thit,17.015301,96.145109,ဆိုက်သစ်,No. 3 Set Thwe Road,Mingalardon
1478,Tat Yin Koe,17.002538,96.144294,တပ်ရင်း (၉),No. 3 Main Road,Mingalardon
1479,Tat Yin Koe,17.003503,96.144455,တပ်ရင်း (၉),No. 3 Main Road,Mingalardon
1480,War Saing,17.019924,96.142881,ဝါးဆိုင်,No. 3 Set Thwe Road,Mingalardon
1481,War Saing,17.020084,96.142601,ဝါးဆိုင်,No. 3 Set Thwe Road,Mingalardon
1482,Yae Set,17.00633,96.144749,ရေစက်,No. 3 Main Road,Mingalardon
1483,Yae Set,17.006413,96.144607,ရေစက်,No. 3 Main Road,Mingalardon
1484,Yae Sin,17.010048,96.127278,ရေစင်,No. 1 Main Road,Mingalardon
1485,Yae Sin,17.010217,96.127598,ရေစင်,No. 1 Main Road,Mingalardon
1486,Htauk Kyant Lan Sone,17.042732,96.131957,ထောက်ကြန့်လမ်းဆုံ,No. 2 Main Road,Htauk Kyant
1487,Htauk Kyant Lan Sone,17.04265,96.131818,ထောက်ကြန့်လမ်းဆုံ,No. 2 Main Road,Htauk Kyant
1488,Oak Pho,16.9737,96.094465,အုတ်ဖို,No. 4 Main Road,Shwe Pyithar
1489,Oak Pho,16.974234,96.094226,အုတ်ဖို,No. 4 Main Road,Shwe Pyithar
1490,Ponnya,16.979047,96.093711,ပုည,No. 4 Main Road,Shwe Pyithar
1491,Ponnya,16.979082,96.093515,ပုည,No. 4 Main Road,Shwe Pyithar
1492,Thabarwa,16.988892,96.092881,သဘာဝ,No. 4 Main Road,Shwe Pyithar
1493,Thabarwa,16.988871,96.092581,သဘာဝ,No. 4 Main Road,Shwe Pyithar
1494,Than Phyu,16.971547,96.094999,သံဖြူ,No. 4 Main Road,Shwe Pyithar
1495,Than Phyu,16.972031,96.094562,သံဖြူ,No. 4 Main Road,Shwe Pyithar
1496,Thardukan,16.983793,96.093191,သာဓုကန်,No. 4 Main Road,Shwe Pyithar
1497,Thardukan,16.983834,96.093429,သာဓုကန်,No. 4 Main Road,Shwe Pyithar
1498,Ye Chauk,16.967871,96.095731,ရဲ (၆),No. 4 Main Road,Shwe Pyithar
1499,Ye Chauk,16.968733,96.095243,ရဲ (၆),No. 4 Main Road,Shwe Pyithar
1502,Butar Zay,16.933668,96.094363,ဘူတာဈေး,Shwe Pyi Thar Bridge Road,Insein
1503,Butar Zay,16.933783,96.093165,ဘူတာဈေး,Shwe Pyi Thar Bridge Road,Insein
1506,Kan Tharyar,16.950087,96.100641,ကန်သာယာ,No. 4 Main Road,Shwe Pyithar
1507,Kan Tharyar,16.950132,96.100757,ကန်သာယာ,No. 4 Main Road,Shwe Pyithar
1508,Kyaung Lan,16.951632,96.10014,ကျောင်းလမ်း,No. 4 Main Road,Shwe Pyithar
1509,Kyaung Lan,16.951929,96.099834,ကျောင်းလမ်း,No. 4 Main Road,Shwe Pyithar
1510,Myin Hlae Gate,16.94414,96.10285,မြင်းလှည်းဂိတ်,No. 4 Main Road,Shwe Pyithar
1511,Myin Hlae Gate,16.944725,96.102603,မြင်းလှည်းဂိတ်,No. 4 Main Road,Shwe Pyithar
1512,Phone Gyi Kyaung,16.942795,96.102796,ဘုန်းကြီးကျောင်း,No. 4 Main Road,Shwe Pyithar
1513,Phone Gyi Kyaung,16.942929,96.102614,ဘုန်းကြီးကျောင်း,No. 4 Main Road,Shwe Pyithar
1514,Sauk Lote Yae,16.941071,96.102753,ဆောက်လုပ်ရေး,No. 4 Main Road,Shwe Pyithar
1515,Sauk Lote Yae,16.94143,96.102625,ဆောက်လုပ်ရေး,No. 4 Main Road,Shwe Pyithar
1516,Shwe Pyi Thar Kwae,16.961085,96.097016,ရွှေပြည်သာကွေ့,No. 4 Main Road/ Bogyoke Aung San Road,Shwe Pyithar
1517,Shwe Pyi Thar Kwae,16.96143,96.096723,ရွှေပြည်သာကွေ့,No. 4 Main Road/ Bogyoke Aung San Road,Shwe Pyithar
1518,Sit Tat,16.958026,96.097347,စစ်တပ်,No. 4 Main Road,Shwe Pyithar
1519,Sit Tat,16.958198,96.097592,စစ်တပ်,No. 4 Main Road,Shwe Pyithar
1522,Yae Sin,16.959964,96.092112,ရေစင်,Bogyoke Aung San Road,Shwe Pyithar
1523,Yae Sin,16.95977,96.091937,ရေစင်,Bogyoke Aung San Road,Shwe Pyithar
1530,Tit-Koe-Koe Gate Haung,16.93712,96.08689,(၁၉၉) ဂိတ်ဟောင်း,Palae Road,Shwe Pyithar
1531,Tit-Koe-Koe Gate Haung,16.937112,96.086735,(၁၉၉) ဂိတ်ဟောင်း,Palae Road,Shwe Pyithar
1534,Palae Lan,16.94389,96.084671,ပုလဲလမ်း,Industrial Road,Shwe Pyithar
1535,Palae Lan,16.944008,96.084482,ပုလဲလမ်း,Industrial Road,Shwe Pyithar
1536,Phone Gyi Kyaung Kwae,16.940866,96.08565,ဘုန်းကြီးကျောင်းကွေ့,Palae Road,Shwe Pyithar
1537,Phone Gyi Kyaung Kwae,16.941051,96.085907,ဘုန်းကြီးကျောင်းကွေ့,Palae Road,Shwe Pyithar
1538,Pyaw Bwal,16.949098,96.082861,ပျော်ဘွယ်,Palae Road,Shwe Pyithar
1539,Pyaw Bwal,16.948988,96.082772,ပျော်ဘွယ်,Palae Road,Shwe Pyithar
1540,Tadar Htate,16.9388,96.087006,တံတားထိပ်,Palae Road,Shwe Pyithar
1541,Tadar Htate,16.938822,96.08684,တံတားထိပ်,Palae Road,Shwe Pyithar
1542,Zin Yaw,16.947057,96.0833,ဇင်ယော်,Palae Road,Shwe Pyithar
1543,Zin Yaw,16.946979,96.083439,ဇင်ယော်,Palae Road,Shwe Pyithar
1554,Shit-Sae-Tit Gate,16.951868,96.082014,(၈၁) ဂိတ်,Palae Road,Shwe Pyithar
1555,Shit-Sae-Tit Gate,16.951909,96.082197,(၈၁) ဂိတ်,Palae Road,Shwe Pyithar
1556,Kar Gyi Gate,16.96158,96.077876,ကားကြီးဂိတ်,Bayint Naung Road,Shwe Pyithar
1557,Kar Gyi Gate,16.961626,96.077767,ကားကြီးဂိတ်,Bayint Naung Road,Shwe Pyithar
1558,Kar Lay Gate,16.956271,96.080888,ကားလေးဂိတ်,Bogyoke Aung San Road,Shwe Pyithar
1559,Kar Lay Gate,16.956507,96.080984,ကားလေးဂိတ်,Bogyoke Aung San Road,Shwe Pyithar
1560,Khaung Thone Lone,16.957061,96.084074,ခေါင်သုံးလုံး,Bogyoke Aung San Road,Shwe Pyithar
1561,Khaung Thone Lone,16.957204,96.083989,ခေါင်သုံးလုံး,Bogyoke Aung San Road,Shwe Pyithar
1562,Say Khan,16.958488,96.076839,ဆေးခန်း,Bayint Naung Road,Shwe Pyithar
1563,Say Khan,16.958593,96.076747,ဆေးခန်း,Bayint Naung Road,Shwe Pyithar
1564,Shwe Nyar Maung,16.963536,96.078356,ရွှေညာမောင်,Bayint Naung Road,Shwe Pyithar
1565,Shwe Nyar Maung,16.964019,96.07857,ရွှေညာမောင်,Bayint Naung Road,Shwe Pyithar
1566,Taw Win,16.965855,96.07841,တော်ဝင်,Bayint Naung Road,Shwe Pyithar
1567,Taw Win,16.965999,96.078163,တော်ဝင်,Bayint Naung Road,Shwe Pyithar
1568,Than Lan,16.95783,96.087239,သံလမ်း,Bogyoke Aung San Road,Shwe Pyithar
1569,Than Lan,16.957995,96.087282,သံလမ်း,Bogyoke Aung San Road,Shwe Pyithar
1570,Koe Thone Lone,16.98212,96.074427,ကိုးသုံးလုံး,Mahar Myaing Road,Shwe Pyithar
1571,Koe Thone Lone,16.982206,96.074491,ကိုးသုံးလုံး,Mahar Myaing Road,Shwe Pyithar
1572,Na-gyi Kwae,16.982995,96.071271,(ဏ) ကွေ့,Mahar Myaing Road,Shwe Pyithar
